position,person,personID,start,end
Minister of Foreign Affairs,Luvsangiin Erdenechuluun,Q1956352,2000,2004
Minister of Foreign Affairs,Tsend Munkh-Orgil,Q28741315,2004-09-28,2006-01-28
Minister of Foreign Affairs,Nyamaagiin Enkhbold,Q3346574,2006,2007
Minister of Foreign Affairs,Sanjaasürengiin Oyuun,Q276238,2007,2008
Minister of Foreign Affairs,Sükhbaataryn Batbold,Q372202,2008,2009
Minister of Foreign Affairs,Gombojavyn Zandanshatar,Q4142905,2009-09,2012-08
Minister of Foreign Affairs,Luvsanvandangiin Bold,Q9452277,2012,2014
Minister of Foreign Affairs,Tsend Munkh-Orgil,Q28741315,2016-07-22,2017-10-04
Minister of Foreign Affairs,Tsogtbaatar Damdin,Q9350396,2017-10-04,2020-07-07
Minister of Foreign Affairs,Batmunkh Battsetseg,Q107670236,2021-01-29,
Minister of Health,Davaajantsangiin Sarangerel,Q42934448,2017-10,2020-07-08
Minister of Health,Тогтмолын Мөнхсайхан,Q110167761,2020-07-08,2021-01-29
Minister of Health,Enkhbold Sereejav,Q110168509,2021-01-29,
Minister of Industry and Trade,Bazarsad Jargalsaikhan,Q1955866,2006,2007
Minister of Industry and Trade,Khaltmaagiin Battulga,Q9122260,2012,2014
Minister of Justice and Internal Affairs,Tsendiin Nyamdorj,Q7849526,2000,2004
Minister of Justice and Internal Affairs,Sunduin Batbold,Q31795579,2006,2006
Minister of Justice and Internal Affairs,Tsendiin Nyamdorj,Q7849526,2008,2012
Minister of Justice and Internal Affairs,Khishigdemberel Temuujin,Q20611960,2012-08-18,2015
Minister of Justice and Internal Affairs,Sandag Byambatsogt,Q30951236,2016-07,2017-10
Minister of Justice and Internal Affairs,Tsendiin Nyamdorj,Q7849526,2017-10-04,2020-07-08
Minister of Justice and Internal Affairs,Khishigeegiin Nyambaatar,Q110168012,2020-07-08,
Minister of Labour and Social Welfare,Ayush Ariunzaya,Q110168498,2021-01-29,
Minister of Mining and Heavy Industry,Yondon Gelen,Q110168512,2021-01-29,
"Minister of Nature, Environment and Tourism",Davaajantsangiin Sarangerel,Q42934448,2020-07-08,2021-01-29
"Minister of Nature, Environment and Tourism",Nyamjav Urtnasan,Q110167787,2021-01-29,
Minister of Road and Transport Development,Khaltmaagiin Battulga,Q9122260,2008,2012
Minister of Road and Transport Development,Lusvan Khaltar,Q110168494,2021-01-29,
Chief Cabinet Secretary,Chimediin Khürelbaatar,Q110167847,2009-11,2012-08-09
Chief Cabinet Secretary,Gombojavyn Zandanshatar,Q4142905,2017,2019-02-02
Chief Cabinet Secretary,Tsendiin Nyamdorj,Q7849526,2021-01-29,
Head of the President's Office,Zandaakhüügiin Enkhbold,Q81065,2017-07-10,
Speaker of the State Great Khural,Tsendiin Nyamdorj,Q7849526,2005,2007
Speaker of the State Great Khural,Tsendiin Nyamdorj,Q7849526,2005-07,2007-06
Speaker of the State Great Khural,Danzan Lundeejantsan,Q24174854,2007-06,2008-08
Speaker of the State Great Khural,Damdiny Demberel,Q81067,2008-09,2012-07
Speaker of the State Great Khural,Zandaakhüügiin Enkhbold,Q81065,2012-08,2016-06
Speaker of the State Great Khural,Miyeegombyn Enkhbold,Q558683,2016-07-05,2019-02-01
Speaker of the State Great Khural,Gombojavyn Zandanshatar,Q4142905,2019-02-01,
Governor of the Central Bank,Byadran Lkhagvasuren,Q110168557,2019,
Chief of General Staff,Dovchinsurengiin Ganzorig,Q104818606,2019-10-04,
ambassador to Hungary,Togszhargalyn Gandhi,Q108404060,2012,2014
ambassador to Hungary,Zeneemyadar Batbayar,Q109124401,2016,2021
ambassador to Hungary,Baatarjav Sainnyambuu,Q110763975,2021-11,
